payload,label,source
28A538E768E3C7266E665E7323F602B4,Normal,csic_gsi:cisc_normalTraffic_test.txt
63C5370BD6BE26AB7C01D7A74F710076,Normal,csic_gsi:cisc_normalTraffic_test.txt
C9BEB89717F7C3A754E57C72B451874C,Normal,csic_gsi:cisc_normalTraffic_test.txt
5AC07E9E92892CAF06C48740CD1F147B,Normal,csic_gsi:cisc_normalTraffic_train.txt
%27%0A%20str%3D%24%28echo%20GZKCJA%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%204%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%255C%255C,CMD,seclists_cmd
8623E8AE78955FE62C8ED130D8D8BD93,Normal,csic_gsi:cisc_normalTraffic_train.txt
9D18FAA8B708F0ED465571DB28822016,Normal,csic_gsi:cisc_normalTraffic_test.txt
FF13EC7AF06AE2D751975186FED8BD12,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
04832D278BFA7F0043797F494451818E,Normal,csic_gsi:cisc_normalTraffic_train.txt
4oM4a1rO173To,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
ag2u7a,Normal,csic_gsi:cisc_normalTraffic_train.txt
054307F7A87B1CEA0C159F47E5154723,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
FE6F9692C56AD562AB4B694D1BEB954D,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%27&echo$IFSGDHEQM$((75%2B6))$(echo$IFSGDHEQM)GDHEQM,CMD,seclists_cmd
BD03FE1ADA735893BE30822541564C5F,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
D6C1B93F6BD875D4EC4D3E16848E4D6C,Normal,csic_gsi:cisc_normalTraffic_test.txt
"Carrer+Puigterra+De+Dalt,+69,+",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
85D003ED3F591752BD4FDE577B6A6D53,Normal,csic_gsi:cisc_normalTraffic_test.txt
7DEE539D083EC3988844B4A2AF0E3A96,Normal,csic_gsi:cisc_normalTraffic_train.txt
82320B7F5B4173E5C1CDBD466D07297A,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
8529530384111874,Normal,csic_gsi:cisc_normalTraffic_test.txt
8D8B1DE3F039BCC70D034E90D084A7A1,Normal,csic_gsi:cisc_normalTraffic_train.txt
BE3BE2E2376E1B101B951F7DF5BC2476,Normal,csic_gsi:cisc_normalTraffic_test.txt
mont?acargas,Normal,csic_gsi:cisc_normalTraffic_train.txt
BF6835448F4F7A7A8D924F71CEE39E37,Normal,csic_gsi:cisc_normalTraffic_test.txt
93000694AB82EB8E1CBEEF8088B18DE0,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%2527%7C%20%5B%202%20-ne%20%24%28echo%20SBHMIY%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%257C,CMD,seclists_cmd
Davor,Normal,csic_gsi:cisc_normalTraffic_test.txt
F976565FCF535E47DD012B4A4B282B9F,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
93615053F571D0CADC270F5497F8B633,Normal,csic_gsi:cisc_normalTraffic_train.txt
A03BAF64FD41F35DB64E189992DA6F84,Normal,csic_gsi:cisc_normalTraffic_test.txt
%7C%20%5B%209%20-ne%20%24%28echo%20RZSNER%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,CMD,seclists_cmd
D13A808D8D33DDC734C7135B24D6D609,Normal,csic_gsi:cisc_normalTraffic_train.txt
%7C%20%5B%207%20-ne%20%24%28echo%20MUMUQI%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%257C,CMD,seclists_cmd
28008FBE2936746B5C176E72B8284A01,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
042DAE9DA7E02A42C57317BBA92D9B87,Normal,csic_gsi:cisc_normalTraffic_train.txt
01FADDD9A58F2C895253B044CCB51E5E,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
;echo%20EHYWRC$((59%2B33))$(echo%20EHYWRC)EHYWRC//,CMD,seclists_cmd
87FC593DD8152316595922580C95252A,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
873D7BB663A19811FBC19D650BA508CF,Normal,csic_gsi:cisc_normalTraffic_test.txt
8A1A6B6BCFF2C669A8635C7C77445892,Normal,csic_gsi:cisc_normalTraffic_train.txt
Felisa,Normal,csic_gsi:cisc_normalTraffic_train.txt
%0aecho%20TFYSCR$((64%2B58))$(echo%20TFYSCR)TFYSCR|,CMD,seclists_cmd
-s9rete,Normal,csic_gsi:cisc_normalTraffic_train.txt
Torrejoncillo,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Steven,Normal,csic_gsi:cisc_normalTraffic_train.txt
5ub9ltern3nte,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
35BC07DAF7BF25ADE203AF27F50B61C7,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
2BD55F3762A1AE081AFB8126505E916E,Normal,csic_gsi:cisc_normalTraffic_test.txt
%22%3Becho%20EQXSGK$((86%2B0))$(echo%20EQXSGK)EQXSGK%26,CMD,seclists_cmd
Aberardo,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%3B%20str%3D%24%28echo%20EYUAUR%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%208%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%257C,CMD,seclists_cmd
Cantallops,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
AB3606DA0C0F952D720A9BBEFBF58F6E,Normal,csic_gsi:cisc_normalTraffic_train.txt
7378889316326396,Normal,csic_gsi:cisc_normalTraffic_train.txt
Iverna,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
F6F228D6E4BD6ED0EA083F3F678E49B2,Normal,csic_gsi:cisc_normalTraffic_train.txt
6FB398227376C6A5F02C9C79F1B0A9C4,Normal,csic_gsi:cisc_normalTraffic_train.txt
"modo=registro&login=morgan-c&password=ventera%7C&nombre=Abdel&apellidos=Gortari&email=ericsson@lalectura.gr&dni=93062910B&direccion=C/+Barlovento,+111,+5?H&ciudad=Amurrio&cp=25289&provincia=Guip�zcoa&ntc=8608089924764976&B1=Registrar",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
C8E5995F74F0A0E1FA76656F0FEBCA15,Normal,csic_gsi:cisc_normalTraffic_train.txt
"Calle+Almanzor,+195,+7?H",Normal,csic_gsi:cisc_normalTraffic_test.txt
Yamilem,Normal,csic_gsi:cisc_normalTraffic_train.txt
%2527%7C%20%5B%204%20-ne%20%24%28echo%20SBHMIY%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%257C,CMD,seclists_cmd
E0A768BC5DE955D3F64011AD125F212D,Normal,csic_gsi:cisc_normalTraffic_test.txt
AF9EB3FFB460CF33D87873F05F4F8D89,Normal,csic_gsi:cisc_normalTraffic_test.txt
60C678EA3F88152716ED105AD67C2600,Normal,csic_gsi:cisc_normalTraffic_train.txt
%3B%20str%3D%24%28echo%20HNLFQM%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%203%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2526,CMD,seclists_cmd
7CEEBEF9BB4CDBEE6476AD80829681A5,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
${system(print(`echo%20LWTWCT;echo%20$((98%2B35));echo%20LWTWCT;echo%20LWTWCT`)%3B%2523LWTWCT,CMD,seclists_cmd
'%20echo%20CFTYMJ$((83%2B12))$(echo%20CFTYMJ)CFTYMJ',CMD,seclists_cmd
"C/+Joanot+Martorell+104,+4H",Normal,csic_gsi:cisc_normalTraffic_test.txt
352FA8C41ECB1D4704AC00D92F55AA46,Normal,csic_gsi:cisc_normalTraffic_test.txt
%22%20echo%20VXREMW$((56%2B44))$(echo%20VXREMW)VXREMW\,CMD,seclists_cmd
17185F315C96E3672D16C54BA9522008,Normal,csic_gsi:cisc_normalTraffic_test.txt
657A67720E6426D9F9E5DF2AC44734CF,Normal,csic_gsi:cisc_normalTraffic_train.txt
3A7BC9195C30B1F831F5DEB9568E19EF,Normal,csic_gsi:cisc_normalTraffic_test.txt
C0C28915388B47F67ACC5182C519CB2A,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
"C/+Irmans+Carro+S/N,+",Normal,csic_gsi:cisc_normalTraffic_train.txt
F1079B8AABFD7D796841707BF5D4DE64,Normal,csic_gsi:cisc_normalTraffic_test.txt
"""&echo$IFSVJUTHP$((96%2B68))$(echo$IFSVJUTHP)VJUTHP",CMD,seclists_cmd
6CC4F47C483BE2C8B5A7BD3605B04EA2,Normal,csic_gsi:cisc_normalTraffic_test.txt
cis_w,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
5ECOm058a?8A,Normal,csic_gsi:cisc_normalTraffic_train.txt
Padoan+Mercant,Normal,csic_gsi:cisc_normalTraffic_test.txt
Guigliola,Normal,csic_gsi:cisc_normalTraffic_test.txt
"modo=registro&login=bazarjan&password=DeseQuIliBrAR&nombre=Malvina&apellidos=Farran+Ferragut&email=gutierrez@sutelefono.cx&dni=78655971L&direccion=C/+Antonio+Oliver+S/N,+4?H&ciudad=Capilla&cp=33693&provincia=Valencia&ntc=6410439898425847&B1=Registrar",Normal,csic_gsi:cisc_normalTraffic_train.txt
"Mo�as+S/N,+",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
ADB32FAD39F9831034EFADB9FCAD8D73,Normal,csic_gsi:cisc_normalTraffic_train.txt
9C60F0DD8237A7D8837CC9ED31E41914,Normal,csic_gsi:cisc_normalTraffic_train.txt
B3F41B5555C3815872329D705F28BE1E,Normal,csic_gsi:cisc_normalTraffic_train.txt
10A50914A5707DFD9F0A78C512F3D528,Normal,csic_gsi:cisc_normalTraffic_test.txt
1C72960B7BF6152B48ECDAB60165FDC9,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
3A29F28106330110EA1C3D061A171151,Normal,csic_gsi:cisc_normalTraffic_train.txt
164068A8877CACB58FB72BA5215AC6CD,Normal,csic_gsi:cisc_normalTraffic_test.txt
1913D7A880E9B75B22DB32D389E52ACF,Normal,csic_gsi:cisc_normalTraffic_train.txt
778B38CCCD38251C4A19885DB6B97773,Normal,csic_gsi:cisc_normalTraffic_train.txt
Borrachero+Muros,Normal,csic_gsi:cisc_normalTraffic_train.txt
BE04889F90EC3FAFC8CBB425B730AC2F,Normal,csic_gsi:cisc_normalTraffic_train.txt
Baruf,Normal,csic_gsi:cisc_normalTraffic_train.txt
00B6623EA61CCE555E6314B1B039B7BE,Normal,csic_gsi:cisc_normalTraffic_test.txt
A42B585F4D3935D17C61096B2C00242D,Normal,csic_gsi:cisc_normalTraffic_test.txt
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20CJCSGG%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%209%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%26,CMD,seclists_cmd
632A518D09F1AD0C863BAD70D70809D9,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
-57s5g03,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
"""%3Becho$IFSSTVHDV$((56%2B21))$(echo$IFSSTVHDV)STVHDV",CMD,seclists_cmd
%3B%20str%3D%24%28echo%20OLJBSU%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,CMD,seclists_cmd
58BED2AFB4034E52E840CE9AFFDDBB5E,Normal,csic_gsi:cisc_normalTraffic_train.txt
D7603ACFED70DC1430F27ABDC7C52779,Normal,csic_gsi:cisc_normalTraffic_train.txt
2C814E25AB249169300FDAAC0E8EB634,Normal,csic_gsi:cisc_normalTraffic_train.txt
83694125T,Normal,csic_gsi:cisc_normalTraffic_test.txt
7FCC83112678204C0DCF94DA962C0A43,Normal,csic_gsi:cisc_normalTraffic_train.txt
%2522%0A%20str%3D%24%28echo%20OUJVKX%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%205%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%7C,CMD,seclists_cmd
id=1&nombreA=Vino+Rioja&precio=100&cantidad=34&B1=A�adir+al+carrito,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
693EFC3A21C6EEDA4B9CBB5910D758D3,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
A01331C4AFCBCDB049E7B4AE3CBB8A9E,Normal,csic_gsi:cisc_normalTraffic_train.txt
pichel-marangoni@quierocortinas.py,Normal,csic_gsi:cisc_normalTraffic_test.txt
B19273DCEF701CBC77E25232385AF7B3,Normal,csic_gsi:cisc_normalTraffic_train.txt
2626,Normal,csic_gsi:cisc_normalTraffic_train.txt
09091,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Maiorana+Malet,Normal,csic_gsi:cisc_normalTraffic_test.txt
%7C%20%5B%206%20-ne%20%24%28echo%20PDVEEQ%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20,CMD,seclists_cmd
"Carpio+de+Tajo,+El",Normal,csic_gsi:cisc_normalTraffic_train.txt
CF111B1CFE936356792068AEC022D36C,Normal,csic_gsi:cisc_normalTraffic_train.txt
"modo=registro&login=nunnally&password=7ub9245a&nombre=Manases&apellidos=Urresti+Carrasquer&email=wolff.busey@clo2.bb&dni=31293475C&direccion=C/+Andreu+Segovia+S/N,+6B&ciudad=Gamiz-Fika&cp=04868&provincia=Barcelona&ntc=3980165808897120&B1=Registrar",Normal,csic_gsi:cisc_normalTraffic_test.txt
4278FC7D7A9D95DDC403DEA4026D5B6B,Normal,csic_gsi:cisc_normalTraffic_test.txt
modo=insertar&precio=3442&B1=Pasar+por+caja,Normal,csic_gsi:cisc_normalTraffic_test.txt
Villamayor+de+Campos,Normal,csic_gsi:cisc_normalTraffic_test.txt
DFCD0E6ECA142226C87A4B407A431440,Normal,csic_gsi:cisc_normalTraffic_train.txt
Bello,Normal,csic_gsi:cisc_normalTraffic_test.txt
58A7983694A612C2DF3D1CBB4FFE6E48,Normal,csic_gsi:cisc_normalTraffic_train.txt
"C/+Fuente+Del+Peral+41,+",Normal,csic_gsi:cisc_normalTraffic_train.txt
%20echo%20BRUWPJ$((24%2B60))$(echo%20BRUWPJ)BRUWPJ%22,CMD,seclists_cmd
%3B%20str%3D%24%28echo%20GUASVW%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%208%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%23,CMD,seclists_cmd
6B0FA16D2B40C25C98B3EDC15A6337D3,Normal,csic_gsi:cisc_normalTraffic_train.txt
C1CA53381F971A8081CBAA649F7185BA,Normal,csic_gsi:cisc_normalTraffic_train.txt
39C562B4CA88DBED5F39AD7F4173AA4C,Normal,csic_gsi:cisc_normalTraffic_train.txt
A43F0E3F05DBBAF4B0E43DA8826D57E9,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
B3D766A5D75DCC7F9878326BFA80D12A,Normal,csic_gsi:cisc_normalTraffic_train.txt
46F28FFA89CF897F9F0A7661BE351BC2,Normal,csic_gsi:cisc_normalTraffic_train.txt
87ABFB20273E4D614B44911932DD206F,Normal,csic_gsi:cisc_normalTraffic_test.txt
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20FAGBBN%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%206%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%257C,CMD,seclists_cmd
Lucinio,Normal,csic_gsi:cisc_normalTraffic_test.txt
Idalina,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
5344621483B260FEE8F8DB936C79EFFC,Normal,csic_gsi:cisc_normalTraffic_train.txt
Da+Silva+Kerber,Normal,csic_gsi:cisc_normalTraffic_train.txt
B1464B972CF99B884CBB695D59328693,Normal,csic_gsi:cisc_normalTraffic_test.txt
&&echo$IFSAOWKBV$((93%2B9))$(echo$IFSAOWKBV)AOWKBV|,CMD,seclists_cmd
Calle+Reina+Regente+47+,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
3042C26FC7F4B904DA3B885A20151C5F,Normal,csic_gsi:cisc_normalTraffic_test.txt
4979216909976076,Normal,csic_gsi:cisc_normalTraffic_train.txt
484204C348F3D9D3BD6C2480224279E9,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
723DB8C561F20A269ED8EB9CD3E065A9,Normal,csic_gsi:cisc_normalTraffic_train.txt
"modo=registro&login=wenham&password=coNdE2s80TE&nombre=Valeria&apellidos=Valero+Tolaba&email=goldner-gadsdon@candidaturaolle-futuronotarial.eu&dni=66020343Q&direccion=Plza.+Altozano+72,+&ciudad=Tragacete&cp=16639&provincia=Burgos&ntc=0271947450207950&B1A=Registrar",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Portillo+de+Toledo,Normal,csic_gsi:cisc_normalTraffic_train.txt
adriaans,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
529008A9DF788F86F7045E55C734668A,Normal,csic_gsi:cisc_normalTraffic_test.txt
21274501F,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
"modo=registro&login=arron&password=boDegoNcillo&nombreA=Betiana&apellidos=Argente+Botifoll&email=peckinpah-keams@juguetespersonales.tz&dni=10867689M&direccion=Periodista+Juanito+Cortes,+95+&ciudad=Marug�n&cp=38770&provincia=Badajoz&ntc=6222371193056945&B1=Registrar",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
modo=registro&login=mwa&password=ja3�4ico&nombre=Paula&apellidos=Borque+Clua&email=tarasova_dabo@comerciosdeaspe.ly&dni=15820845L&direccion=Bravo+Murillo+18+&ciudad=Pont�s&cp=10373&provincia=Toledo&ntc=0106705329803127&B1=Registrar,Normal,csic_gsi:cisc_normalTraffic_train.txt
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20AYBJIV%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%204%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%2527,CMD,seclists_cmd
632866478871DDD46F7E27BA3825A26F,Normal,csic_gsi:cisc_normalTraffic_train.txt
BA0313690CCF9BA46CE11309F7F19694,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
D2AAB1F1500D085362561752F363969C,Normal,csic_gsi:cisc_normalTraffic_train.txt
%27%7C%20%5B%208%20-ne%20%24%28echo%20PSPAPE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,CMD,seclists_cmd
07F9C1027288E71B2818A42FF9BDCF1A,Normal,csic_gsi:cisc_normalTraffic_train.txt
6C83F8808CEB45B85ACB4F7D13595B2E,Normal,csic_gsi:cisc_normalTraffic_train.txt
bowie0@showeb-handling.bi,Normal,csic_gsi:cisc_normalTraffic_test.txt
'%20echo%20MCIHDY$((46%2B63))$(echo%20MCIHDY)MCIHDY&,CMD,seclists_cmd
B4B37F1E09BA1F28BADABA10E2A542B6,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
nineteen@drivinn.int,Normal,csic_gsi:cisc_normalTraffic_train.txt
berthels-dahlbeck@muevemiweb.br,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
EC8D368FBAE45A79A1246BC66FC64E08,Normal,csic_gsi:cisc_normalTraffic_test.txt
Carrillo+Intxaurraga,Normal,csic_gsi:cisc_normalTraffic_test.txt
2bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org,XSS,csic_gsi:cisc_anomalousTraffic_test.txt
Ivor**ra,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
3jeno,Normal,csic_gsi:cisc_normalTraffic_train.txt
5C61F1FAFF9833CAB88DD64976577A57,Normal,csic_gsi:cisc_normalTraffic_test.txt
Edisa,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
print(`echo%20HHRISK\necho%20$((73%2B42))\necho%20HHRISK\necho%20HHRISK`)%3B.%25252527HHRISK,CMD,seclists_cmd
modo=entrar&login=packard&pwd=j�nico&remember=off&B1=Entrar,Normal,csic_gsi:cisc_normalTraffic_test.txt
10867689M,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
);}print(`echo%20JRCPDX;echo%20$((59%2B49));echo%20JRCPDX;echo%20JRCPDX`)%3B%255C%255CJRCPDX,CMD,seclists_cmd
%3B%20str%3D%24%28echo%20EPCBGX%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%202%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20,CMD,seclists_cmd
minter@ac-activos.sk,Normal,csic_gsi:cisc_normalTraffic_train.txt
%27|echo%20VLQXSQ$((5%2B5))$(echo%20VLQXSQ)VLQXSQ|,CMD,seclists_cmd
E82E66A0B6402FE9893E758BC1FF200D,Normal,csic_gsi:cisc_normalTraffic_test.txt
4AE9A820DB4FB051EE30AF2924447F5C,Normal,csic_gsi:cisc_normalTraffic_train.txt
EC0040799906D0FC46561E74ED1D22C0,Normal,csic_gsi:cisc_normalTraffic_test.txt
"modo=registro&login=mu-cheng&password=b4rl942R7&nombre=Saturnina&apellidos=Bediaga&email=schiavelli@buscadordevideos.mk&dni=30555153K&direccion=C/+Arago+194,+&ciudad=Endrinal&cp=37541&provincia=Ciudad+Real&ntc=1455691035451783&B1=Registrar",Normal,csic_gsi:cisc_normalTraffic_train.txt
charo,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%27%26%20sleep%200%20%26%26%20str%3D%24%28echo%20WSMVBW%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%209%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%7C,CMD,seclists_cmd
B2=');waitfor+delay+'0:0:15';--,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
dresser,Normal,csic_gsi:cisc_normalTraffic_test.txt
FF814D34812DFDF43FF0DE3C5055A1D2,Normal,csic_gsi:cisc_normalTraffic_test.txt
"id=','0','0','0','0');waitfor+delay+'0:0:15';--",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
helespontiaca,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
sholom,Normal,csic_gsi:cisc_normalTraffic_test.txt
);}print(`echo%20WZOXHV`.`echo%20$((36%2B81))`.`echo%20WZOXHV`.`echo%20WZOXHV`)%3BWZOXHV,CMD,seclists_cmd
%22&echo$IFSGVEIAO$((60%2B74))$(echo$IFSGVEIAO)GVEIAO%7C,CMD,seclists_cmd
Villaturde,Normal,csic_gsi:cisc_normalTraffic_test.txt
'&echo$IFSJSKJAE$((33%2B64))$(echo$IFSJSKJAE)JSKJAE|,CMD,seclists_cmd
dann,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%7C%20%5B%208%20-ne%20%24%28echo%20LAMXKC%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,CMD,seclists_cmd
29061025L,Normal,csic_gsi:cisc_normalTraffic_train.txt
Santa+Maria+de+Palautordera,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
jihad,Normal,csic_gsi:cisc_normalTraffic_test.txt
5B42DE767C4807F618F4224542C2B19D,Normal,csic_gsi:cisc_normalTraffic_train.txt
61302831B,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
7A6B725B7D441960343666DF1E502C0D,Normal,csic_gsi:cisc_normalTraffic_train.txt
barbite�ida,Normal,csic_gsi:cisc_normalTraffic_test.txt
%2522%3B%20str%3D%24%28echo%20PRACFZ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%208%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,CMD,seclists_cmd
82BCB067EC716E3C795282F52030F8CA,Normal,csic_gsi:cisc_normalTraffic_test.txt
"""&&echo%20IQZTQY$((96%2B36))$(echo%20IQZTQY)IQZTQY",CMD,seclists_cmd
C7B5EF342987F4E2B43A12CA93FEEA4B,Normal,csic_gsi:cisc_normalTraffic_test.txt
"+Beni,to",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Cebrian+Closella,Normal,csic_gsi:cisc_normalTraffic_test.txt
055D1C3BD4D808B55A5D70F6C2F7BEC2,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
Hipabia,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
900E50733FE0E80F163D94BC549CC3D7,Normal,csic_gsi:cisc_normalTraffic_train.txt
%26%20sleep%200%20%26%26%20str%3D%24%28echo%20ZEPVFU%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%205%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%2527,CMD,seclists_cmd
37480374B,Normal,csic_gsi:cisc_normalTraffic_test.txt
%27%26%20sleep%200%20%26%26%20str%3D%24%28echo%20JICOQS%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%203%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20,CMD,seclists_cmd
B05AF11EDC0CE4764884CB29E3A57420,Normal,csic_gsi:cisc_normalTraffic_train.txt
"*doe,me'r",SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
59m9sti085z,Normal,csic_gsi:cisc_normalTraffic_test.txt
A698D7655C0480B8498F90B24444B87A,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
%22|echo$IFSEYJFJS$((66%2B81))$(echo$IFSEYJFJS)EYJFJS%22,CMD,seclists_cmd
9CB5A2FEEC178F9E23464AD4122BFAEB,Normal,csic_gsi:cisc_normalTraffic_train.txt
%7Cecho%20CSSFWU$((98%2B21))$(echo%20CSSFWU)CSSFWU%5C%5C,CMD,seclists_cmd
gravet.junior@ingenieriadelaconstruccion.kg,Normal,csic_gsi:cisc_normalTraffic_test.txt
42311,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
36563093Q,Normal,csic_gsi:cisc_normalTraffic_train.txt
F9F7E093226F52E4C76C16741394071C,Normal,csic_gsi:cisc_normalTraffic_test.txt
%22%26%20sleep%200%20%26%26%20str%3D%24%28echo%20NSNYEU%29%20%26%26%20str1%3D%24%7B%23str%7D%20%26%26%20%5B%204%20-eq%20%24%7Bstr1%7D%20%5D%20%26%26%20sleep%201%20%7C,CMD,seclists_cmd
69829332K,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
09951CD4BF94DE08D2093EA040AF188C,Normal,csic_gsi:cisc_normalTraffic_test.txt
432051E0181FE5EBB8B5FEFD88885F2F,Normal,csic_gsi:cisc_normalTraffic_train.txt
"""%7C%7Cecho%20HKHVFC$((85%2B7))$(echo%20HKHVFC)HKHVFC\",CMD,seclists_cmd
6D3C5F27BE58FE02EEA595A957BACD83,Normal,csic_gsi:cisc_normalTraffic_train.txt
873C8267E3336750A27AE1EE09D59570,Normal,csic_gsi:cisc_normalTraffic_train.txt
4087367001263423,SQLi,csic_gsi:cisc_anomalousTraffic_test.txt
F91BE6A50EBCEB794001526EBA9365F0,Normal,csic_gsi:cisc_normalTraffic_test.txt
